location,hour_of_day,day_of_week,crime_type,incident_count_last_24h,severity_score,is_hotspot
mosher,11,2,other,1,0.0,0
towanda-grantley,23,3,other,0,0.0,0
mount vernon,7,5,other,3,0.0,0
carrollton ridge,1,4,other,1,0.0,0
unknown,23,1,other,7,0.0,0
central park heights,22,3,other,0,0.0,0
penrose/fayette street outreach,16,3,other,0,0.0,0
washington village/pigtown,21,0,other,0,0.0,0
oliver,14,0,other,0,0.0,0
unknown,4,2,other,14,0.0,0
unknown,10,5,other,2,0.0,0
carrollton ridge,20,1,other,0,0.0,0
unknown,16,4,other,18,0.0,0
downtown west,1,6,other,0,0.4,0
unknown,16,2,other,8,0.4,0
unknown,15,3,other,6,0.0,0
unknown,7,3,other,7,0.4,0
unknown,0,2,other,3,0.0,0
unknown,1,4,other,11,0.0,0
unknown,23,0,other,9,0.0,0
unknown,14,4,other,5,0.0,0
unknown,16,2,other,10,0.4,0
howard park,2,4,other,0,0.0,0
unknown,20,3,other,10,0.4,0
unknown,4,1,other,7,0.4,0
unknown,3,4,other,10,0.0,0
stadium/entertainment area,15,4,other,0,0.0,0
unknown,18,5,other,7,0.0,0
unknown,18,4,other,5,0.0,0
unknown,12,2,other,10,0.0,0
clifton park,1,5,other,0,0.0,0
loch raven,14,4,other,0,0.0,0
downtown,2,2,other,0,0.0,0
carrollton ridge,10,2,other,1,0.0,0
mount vernon,3,0,assault,0,0.4,1
unknown,2,5,other,4,0.4,0
unknown,14,1,other,8,0.0,0
harlem park,3,6,assault,0,0.4,1
hoes heights,14,5,other,0,0.0,0
unknown,15,2,other,5,0.0,0
union square,17,1,other,0,0.0,0
unknown,6,2,other,7,0.0,0
unknown,17,2,other,6,0.0,0
harlem park,21,4,other,0,0.0,0
broadway east,22,2,other,2,0.0,0
unknown,12,2,other,8,0.0,0
federal hill,7,6,other,0,0.0,0
northwest community action,5,6,other,0,0.0,0
hamilton hills,15,1,other,1,0.0,0
unknown,22,3,other,8,0.0,0
midtown-edmondson,20,3,other,0,0.0,0
unknown,16,3,other,9,0.0,0
unknown,3,5,other,9,0.0,0
west arlington,1,3,other,1,0.0,0
bridgeview/greenlawn,2,5,other,0,0.0,0
sandtown-winchester,23,0,other,0,0.0,0
unknown,20,0,other,4,0.0,0
upton,15,5,other,0,0.0,0
new southwest/mount clare,17,2,other,1,0.0,0
unknown,15,5,other,5,0.0,0
saint paul,9,1,assault,0,0.4,1
unknown,10,1,other,7,0.0,0
unknown,12,2,other,9,0.4,0
upton,3,1,other,0,0.0,0
unknown,16,1,other,3,0.0,0
graceland park,10,1,other,0,0.0,0
downtown,16,0,other,1,0.0,0
unknown,5,3,other,6,0.0,0
upper fells point,21,1,other,0,0.0,0
penrose/fayette street outreach,22,2,other,0,0.0,0
unknown,7,3,other,13,0.0,0
glen oaks,7,6,other,0,0.0,0
unknown,8,3,other,8,0.0,0
unknown,15,4,other,6,0.0,0
mount vernon,19,2,other,7,0.0,0
harlem park,3,4,other,0,0.0,0
unknown,1,3,other,8,0.4,0
berea,12,2,other,0,0.0,0
east baltimore midway,2,1,other,0,0.4,0
westport,17,3,other,1,0.0,0
baltimore highlands,14,4,other,0,0.0,0
unknown,5,3,other,9,0.0,0
concerned citizens of forest park,15,6,other,0,0.0,0
edgewood,0,2,other,0,0.0,0
unknown,22,0,other,6,0.4,0
dorchester,1,3,other,0,0.0,0
penrose/fayette street outreach,21,3,other,1,0.0,0
unknown,20,6,other,3,0.0,0
allendale,16,3,other,0,0.0,0
unknown,16,4,other,5,0.4,0
unknown,20,3,other,6,0.0,0
unknown,1,3,other,7,0.0,0
unknown,19,2,other,5,0.0,0
east baltimore midway,14,1,other,0,0.0,0
unknown,0,1,other,17,0.0,0
fells point,20,6,other,2,0.4,0
brooklyn,0,1,other,0,0.0,0
downtown,7,1,other,0,0.0,0
unknown,7,1,other,1,0.0,0
unknown,15,4,other,11,0.0,0
mount vernon,19,3,other,3,0.0,0
unknown,17,3,other,11,0.0,0
penn north,21,0,other,0,0.0,0
unknown,23,6,other,9,0.0,0
unknown,21,4,other,3,0.4,0
franklintown road,4,5,other,0,0.0,0
unknown,3,1,other,6,0.0,0
unknown,2,4,other,10,0.0,0
reisterstown station,17,4,other,0,0.0,0
unknown,4,5,other,7,0.0,0
unknown,19,1,other,16,0.0,0
unknown,0,1,other,16,0.0,0
hawkins point,16,3,other,0,0.0,0
unknown,20,1,other,11,0.0,0
unknown,9,5,other,13,0.0,0
unknown,22,0,other,8,0.4,0
unknown,3,4,other,6,0.0,0
inner harbor,8,0,other,0,0.0,0
upton,8,4,other,0,0.4,0
unknown,18,2,other,9,0.0,0
unknown,22,0,other,4,0.0,0
coldstream homestead montebello,3,6,other,2,0.5,0
unknown,23,1,other,7,0.0,0
hamilton hills,3,4,other,0,0.0,0
unknown,4,4,other,5,0.0,0
morrell park,12,3,other,0,0.0,0
unknown,20,6,other,7,0.4,0
unknown,7,5,other,11,0.0,0
harlem park,23,2,other,0,0.0,0
hillen,8,5,other,1,0.0,0
mcelderry park,18,3,other,1,0.0,0
union square,16,0,other,0,0.0,0
unknown,17,4,other,8,0.0,0
unknown,0,4,other,5,0.0,0
unknown,23,0,other,7,0.0,0
coldstream homestead montebello,15,3,other,0,0.0,0
brooklyn,8,3,assault,2,0.4,1
inner harbor,16,1,other,0,0.0,0
unknown,0,6,other,3,0.4,0
unknown,10,1,other,7,0.4,0
parkview/woodbrook,22,6,other,0,0.0,0
mid-town belvedere,5,5,other,0,0.0,0
unknown,21,1,other,7,0.0,0
baltimore highlands,15,4,other,0,0.0,0
unknown,22,3,other,10,0.0,0
orangeville industrial area,22,4,other,0,0.0,0
unknown,21,3,other,9,0.0,0
south baltimore,7,0,other,0,0.0,0
unknown,11,6,other,2,0.4,0
johnston square,23,2,other,1,0.0,0
unknown,18,4,other,5,0.0,0
unknown,17,6,other,0,0.0,0
cherry hill,16,3,other,0,0.0,0
saint josephs,22,2,other,0,0.0,0
saint josephs,15,0,other,1,0.0,0
mcelderry park,2,3,other,0,0.0,0
new northwood,20,5,assault,0,0.4,1
westport,19,1,assault,0,0.4,1
unknown,13,6,other,4,0.4,0
downtown,5,1,other,1,0.0,0
riverside,6,5,other,1,0.0,0
unknown,11,4,other,9,0.0,0
pleasant view gardens,0,2,other,0,0.0,0
unknown,6,3,other,11,0.0,0
unknown,4,4,other,5,0.0,0
unknown,19,2,other,13,0.4,0
coppin heights/ash-co-east,23,4,assault,0,0.4,1
downtown,3,2,other,0,0.0,0
unknown,13,1,other,10,0.0,0
unknown,0,1,other,2,0.0,0
unknown,0,4,other,10,0.0,0
unknown,8,0,other,4,0.0,0
belair-edison,5,0,other,0,0.4,0
baltimore highlands,9,1,other,0,0.0,0
downtown,21,0,other,0,0.0,0
unknown,14,0,other,3,0.0,0
downtown,18,3,other,2,0.0,0
glen oaks,23,0,other,0,0.0,0
unknown,12,2,other,13,0.0,0
unknown,12,5,other,2,0.9,0
coldspring,15,2,other,0,0.0,0
unknown,15,2,other,3,0.0,0
unknown,22,1,other,2,0.0,0
unknown,9,3,other,5,0.0,0
baltimore highlands,20,2,other,0,0.0,0
dunbar-broadway,12,6,assault,0,0.4,1
mcelderry park,0,0,other,0,0.0,0
unknown,9,3,other,11,0.0,0
unknown,13,0,other,5,0.4,0
unknown,7,2,other,3,0.0,0
unknown,23,6,other,3,0.0,0
new southwest/mount clare,16,4,other,0,0.0,0
broadway east,19,1,other,0,0.0,0
mcelderry park,18,4,other,0,0.0,0
unknown,2,2,other,15,0.0,0
unknown,1,1,other,1,0.4,0
north harford road,3,2,other,0,0.5,0
unknown,18,4,other,3,0.0,0
unknown,2,6,other,5,0.0,0
windsor hills,22,4,other,0,0.0,0
new southwest/mount clare,16,6,other,0,0.0,0
unknown,2,1,other,5,0.4,0
walbrook,4,4,other,0,0.0,0
frankford,18,2,other,0,0.0,0
berea,11,1,other,0,0.0,0
penrose/fayette street outreach,1,3,other,0,0.0,0
woodmere,6,3,other,0,0.4,0
belair-edison,14,3,other,0,0.0,0
shipley hill,16,2,other,0,0.0,0
unknown,12,2,other,2,0.0,0
unknown,23,2,other,9,0.0,0
unknown,17,1,other,4,0.4,0
central park heights,18,2,other,2,0.0,0
lakeland,6,0,assault,0,0.4,1
fells point,0,0,other,0,0.0,0
penn north,20,0,other,0,0.0,0
south clifton park,21,4,other,0,0.0,0
unknown,4,0,other,5,0.0,0
broadway east,5,3,assault,1,0.4,1
downtown,16,6,other,0,0.0,0
new southwest/mount clare,17,3,other,0,0.0,0
downtown,14,4,other,0,0.0,0
unknown,5,4,other,5,0.0,0
downtown,11,3,other,0,0.0,0
millhill,6,5,other,0,0.0,0
unknown,12,5,other,9,0.0,0
unknown,11,2,other,6,0.0,0
unknown,13,5,other,5,0.4,0
unknown,10,0,other,3,0.0,0
o'donnell heights,0,3,other,0,0.0,0
unknown,16,4,other,5,0.5,0
mondawmin,23,3,other,0,0.0,0
inner harbor,0,2,other,0,0.0,0
unknown,10,2,other,7,0.5,0
unknown,14,0,other,4,0.0,0
remington,22,6,other,0,0.0,0
unknown,16,2,other,8,0.0,0
penn north,17,3,other,0,0.0,0
unknown,16,0,other,2,0.0,0
east baltimore midway,6,6,other,0,0.4,0
union square,7,4,assault,0,0.4,1
unknown,19,5,other,8,0.0,0
unknown,21,1,other,12,0.4,0
penn-fallsway,18,3,other,0,0.0,0
unknown,10,5,other,6,0.0,0
unknown,21,2,other,12,0.0,0
franklintown road,15,0,other,0,0.0,0
unknown,3,1,other,9,0.0,0
unknown,4,6,other,4,0.0,0
dolfield,1,2,other,0,0.0,0
unknown,16,0,other,5,0.4,0
unknown,9,1,other,2,0.4,0
unknown,6,1,other,14,0.0,0
unknown,23,4,other,11,0.4,0
unknown,12,2,other,7,0.4,0
unknown,23,3,other,10,0.0,0
unknown,18,3,other,10,0.0,0
unknown,0,5,other,3,0.4,0
unknown,18,0,other,4,0.0,0
harlem park,1,6,other,0,0.0,0
unknown,1,2,other,13,0.0,0
cherry hill,23,3,other,2,0.0,0
gay street,16,1,assault,0,0.0,1
unknown,23,0,other,4,0.0,0
beechfield,17,1,other,0,0.0,0
cedmont,16,1,other,0,0.0,0
brooklyn,22,1,other,0,0.0,0
unknown,23,2,other,13,0.0,0
downtown,3,6,other,0,0.0,0
unknown,20,6,other,9,0.0,0
unknown,21,0,other,5,0.0,0
unknown,16,0,other,4,0.0,0
unknown,17,3,other,9,0.0,0
shipley hill,16,3,other,0,0.0,0
unknown,18,4,other,1,0.4,0
unknown,18,3,other,7,0.0,0
wakefield,17,0,other,0,0.0,0
milton-montford,18,0,other,0,0.0,0
unknown,13,5,other,1,0.4,0
mcelderry park,18,4,other,0,0.0,0
cylburn,4,5,assault,0,0.4,1
mcelderry park,1,2,other,0,0.0,0
unknown,14,1,other,11,0.4,0
unknown,16,4,other,9,0.0,0
unknown,22,4,other,8,0.0,0
unknown,0,6,other,5,0.0,0
unknown,17,0,other,6,0.4,0
brooklyn,0,1,other,0,0.0,0
irvington,14,1,other,0,0.0,0
mondawmin,22,2,other,0,0.0,0
unknown,21,0,other,8,0.4,0
woodbourne-mccabe,17,4,other,0,0.0,0
unknown,14,3,other,11,0.0,0
towanda-grantley,14,1,other,0,0.0,0
biddle street,19,2,other,0,0.0,0
unknown,22,0,other,5,0.0,0
saint josephs,22,0,other,0,0.0,0
unknown,17,1,other,6,0.4,0
woodbourne-mccabe,9,3,other,0,0.0,0
patterson park neighborhood,3,0,other,0,0.4,0
washington village/pigtown,19,4,other,0,0.0,0
unknown,20,2,other,6,0.0,0
unknown,18,0,other,2,0.0,0
walbrook,21,2,other,0,0.0,0
unknown,5,1,other,4,0.4,0
barclay,17,0,other,0,0.0,0
unknown,15,3,other,2,0.0,0
remington,23,1,other,0,0.0,0
unknown,19,4,other,15,0.0,0
cherry hill,4,5,other,1,0.0,0
penn north,1,2,other,1,0.0,0
central park heights,3,3,other,1,0.0,0
clifton park,18,3,other,0,0.0,0
downtown,8,3,other,0,0.0,0
upton,13,1,other,1,0.0,0
ellwood park/monument,23,4,other,1,0.0,0
greenmount west,9,0,assault,0,0.4,1
unknown,6,0,other,2,0.0,0
unknown,22,0,other,14,0.4,0
unknown,10,4,other,2,0.0,0
unknown,15,2,other,6,0.4,0
unknown,21,4,other,9,0.0,0
parkside,0,2,other,0,0.0,0
unknown,13,2,other,8,0.0,0
frankford,3,4,other,0,0.0,0
frankford,1,4,other,0,0.0,0
jonestown,17,2,other,0,0.0,0
winchester,1,4,other,0,0.0,0
patterson park neighborhood,23,6,other,0,0.4,0
oliver,19,4,other,0,0.0,0
unknown,11,0,other,4,0.4,0
howard park,14,0,assault,0,0.4,1
unknown,22,1,other,13,0.0,0
upton,7,4,other,1,0.0,0
carrollton ridge,18,1,other,0,0.0,0
unknown,22,4,other,11,0.0,0
harlem park,18,5,other,0,0.0,0
belair-edison,18,2,other,0,0.0,0
unknown,6,3,other,11,0.0,0
unknown,22,3,assault,10,0.4,1
penn north,17,4,other,0,0.0,0
woodmere,2,3,other,0,0.0,0
winchester,13,0,assault,0,0.4,1
belair-edison,21,4,assault,0,0.4,1
washington village/pigtown,19,2,other,0,0.0,0
ednor gardens-lakeside,3,3,other,0,0.0,0
towanda-grantley,17,1,other,0,0.0,0
arlington,15,2,other,0,0.4,0
franklin square,4,2,other,0,0.0,0
unknown,15,0,other,4,0.4,0
mcelderry park,5,4,assault,0,0.4,1
unknown,4,5,other,6,0.0,0
east baltimore midway,22,5,other,0,0.0,0
unknown,20,0,assault,7,0.4,1
boyd-booth,19,1,other,0,0.0,0
sharp-leadenhall,6,2,other,0,0.0,0
unknown,13,5,other,7,0.0,0
mcelderry park,0,2,other,0,0.5,0
broadway east,23,4,other,0,0.0,0
unknown,0,4,other,13,0.0,0
unknown,3,3,other,4,0.0,0
unknown,9,5,other,7,0.0,0
unknown,16,4,other,6,0.0,0
central park heights,23,5,other,0,0.0,0
carroll-south hilton,2,6,other,0,0.0,0
barclay,9,3,other,0,0.0,0
unknown,0,6,other,2,0.0,0
unknown,20,1,other,7,0.0,0
unknown,20,3,other,11,0.4,0
little italy,6,5,other,0,0.0,0
glen oaks,4,1,assault,0,0.4,1
unknown,21,3,other,5,0.0,0
dolfield,2,5,other,0,0.0,0
sandtown-winchester,18,1,other,2,0.0,0
beechfield,0,0,other,0,0.4,0
unknown,17,2,other,14,0.0,0
upton,1,0,other,0,0.0,0
coldstream homestead montebello,20,0,other,0,0.0,0
unknown,9,4,other,8,0.4,0
unknown,16,3,other,12,0.0,0
cherry hill,17,5,other,1,0.0,0
unknown,14,3,other,10,0.0,0
unknown,1,2,other,16,0.0,0
east baltimore midway,14,3,assault,0,0.4,1
downtown,6,2,other,1,0.0,0
unknown,15,0,other,4,0.0,0
unknown,23,4,other,3,0.4,0
unknown,5,1,other,15,0.0,0
franklin square,14,5,other,0,0.0,0
hillen,6,6,other,1,0.0,0
walbrook,1,6,other,1,0.0,0
unknown,0,6,other,6,0.0,0
coldstream homestead montebello,8,4,other,3,0.0,0
unknown,21,4,other,4,0.0,0
central park heights,2,5,other,0,0.0,0
upton,2,5,other,0,0.5,0
university of maryland,3,2,other,0,0.0,0
unknown,16,6,other,3,0.4,0
midtown-edmondson,0,6,other,0,0.0,0
unknown,6,4,other,11,0.0,0
pen lucy,23,6,other,0,0.4,0
harwood,18,2,other,0,0.0,0
downtown,2,1,other,0,0.4,0
saint josephs,0,1,other,0,0.0,0
unknown,2,4,other,6,0.0,0
orangeville,0,2,other,0,0.0,0
belair-edison,0,3,other,1,0.0,0
unknown,22,3,other,6,0.0,0
unknown,17,4,other,6,0.5,0
o'donnell heights,18,3,other,0,0.0,0
lauraville,3,0,assault,0,0.4,1
unknown,19,4,other,7,0.0,0
unknown,22,0,other,5,0.0,0
bridgeview/greenlawn,8,3,other,0,0.0,0
unknown,13,2,other,12,0.0,0
downtown,6,5,other,2,0.0,0
hanlon-longwood,13,3,other,0,0.0,0
upton,19,2,other,0,0.0,0
penn north,13,5,other,2,0.0,0
unknown,19,4,other,14,0.0,0
westport,0,6,other,0,0.0,0
unknown,12,5,other,3,0.4,0
unknown,14,3,other,6,0.0,0
new southwest/mount clare,15,6,other,0,0.0,0
woodmere,6,5,other,0,0.0,0
edgewood,0,3,other,0,0.0,0
downtown,23,3,other,0,0.0,0
unknown,23,2,other,10,0.0,0
mondawmin,18,1,other,0,0.0,0
unknown,14,1,other,12,0.0,0
unknown,14,4,other,15,0.0,0
upton,3,3,other,0,0.0,0
port covington,4,2,other,0,0.0,0
mount vernon,5,4,other,0,0.0,0
unknown,11,0,other,2,0.0,0
towanda-grantley,4,2,other,0,0.0,0
mount clare,20,2,other,0,0.0,0
armistead gardens,0,2,other,0,0.0,0
sharp-leadenhall,2,4,other,0,0.0,0
franklintown,23,1,other,0,0.0,0
cherry hill,23,3,other,0,0.0,0
unknown,18,1,other,0,0.0,0
mid-govans,0,3,other,0,0.0,0
ellwood park/monument,0,4,other,1,0.0,0
woodmere,6,6,other,0,0.0,0
brooklyn,3,5,other,0,0.0,0
reservoir hill,23,1,other,0,0.0,0
unknown,17,1,other,3,0.4,0
unknown,1,4,other,4,0.4,0
unknown,4,3,other,3,0.0,0
sandtown-winchester,13,0,other,0,0.0,0
unknown,11,2,other,10,0.4,0
richnor springs,16,2,other,0,0.0,0
unknown,4,4,other,11,0.4,0
unknown,5,5,other,6,0.4,0
unknown,20,1,other,7,0.0,0
milton-montford,20,6,other,0,0.0,0
unknown,3,3,other,8,0.0,0
unknown,20,1,other,12,0.0,0
liberty square,0,1,other,0,0.0,0
unknown,17,2,other,6,0.0,0
sandtown-winchester,7,2,assault,0,0.4,1
unknown,1,3,other,4,0.0,0
unknown,11,5,other,9,0.0,0
washington village/pigtown,17,2,other,0,0.0,0
mount vernon,21,2,other,0,0.0,0
unknown,15,0,other,8,0.4,0
unknown,14,3,other,7,0.0,0
unknown,0,1,other,3,0.0,0
unknown,12,3,other,13,0.0,0
unknown,6,0,other,7,0.0,0
unknown,3,5,other,10,0.4,0
harbor east,4,2,other,0,0.0,0
unknown,9,0,other,4,0.4,0
care,18,0,other,0,0.0,0
unknown,18,1,other,15,0.0,0
woodmere,16,3,other,0,0.0,0
mosher,20,0,other,0,0.0,0
unknown,5,4,other,11,0.0,0
unknown,16,6,other,3,0.0,0
unknown,11,4,other,7,0.0,0
rosemont,14,2,other,0,0.0,0
unknown,22,2,other,7,0.4,0
unknown,23,6,other,1,0.0,0
west arlington,22,5,other,0,0.0,0
lucille park,16,5,other,0,0.4,0
carrollton ridge,22,3,other,0,0.0,0
east baltimore midway,4,5,other,1,0.0,0
milton-montford,2,6,other,0,0.0,0
ramblewood,23,0,assault,0,0.4,1
unknown,12,2,other,8,0.4,0
downtown,15,0,other,0,0.4,0
reservoir hill,13,2,other,0,0.0,0
university of maryland,14,4,other,1,0.0,0
unknown,3,2,other,4,0.0,0
gay street,0,0,other,0,0.0,0
reservoir hill,22,2,other,0,0.0,0
unknown,19,3,other,4,0.0,0
unknown,17,5,other,13,0.0,0
penrose/fayette street outreach,15,6,other,0,0.0,0
unknown,13,3,other,10,0.0,0
sandtown-winchester,17,4,other,0,0.0,0
unknown,23,3,other,5,0.4,0
broadway east,2,3,assault,0,0.4,1
unknown,23,3,other,11,0.0,0
barclay,23,1,other,0,0.4,0
unknown,22,2,other,8,0.0,0
unknown,5,1,other,14,0.0,0
heritage crossing,14,0,other,0,0.0,0
johnston square,21,1,other,0,0.0,0
boyd-booth,17,1,other,0,0.0,0
barclay,10,2,other,0,0.4,0
upton,1,0,other,0,0.0,0
broadway east,16,4,other,0,0.0,0
coppin heights/ash-co-east,18,0,other,0,0.0,0
unknown,3,3,other,4,0.0,0
east baltimore midway,23,3,other,0,0.0,0
unknown,13,3,other,5,0.0,0
unknown,6,0,other,7,0.0,0
brooklyn,20,0,other,0,0.0,0
unknown,2,5,other,5,0.0,0
arlington,1,5,assault,0,0.4,1
unknown,14,2,other,10,0.0,0
belair-edison,18,0,other,0,0.0,0
downtown,14,6,other,0,0.0,0
fells point,0,2,other,0,0.0,0
unknown,16,3,other,3,0.4,0
unknown,13,0,other,5,0.0,0
unknown,14,2,other,7,0.0,0
unknown,23,4,other,4,0.0,0
unknown,8,2,other,6,0.4,0
unknown,1,3,other,6,0.0,0
unknown,3,1,other,8,0.0,0
washington hill,4,1,other,0,0.0,0
east baltimore midway,19,4,other,0,0.0,0
south clifton park,2,1,other,0,0.0,0
graceland park,19,6,other,0,0.4,0
unknown,8,3,other,12,0.0,0
oliver,10,0,other,0,0.0,0
unknown,0,4,other,9,0.0,0
curtis bay,3,3,other,1,0.0,0
glenham-belhar,22,1,other,0,0.0,0
downtown,10,6,assault,1,0.4,1
unknown,16,2,other,4,0.0,0
unknown,7,5,other,5,0.0,0
unknown,14,2,other,8,0.0,0
mount vernon,21,4,other,2,0.0,0
frankford,12,0,assault,0,0.0,1
unknown,7,4,other,6,0.0,0
brooklyn,15,4,other,1,0.0,0
mcelderry park,22,2,other,1,0.0,0
unknown,0,3,other,8,0.0,0
shipley hill,13,4,other,0,0.0,0
unknown,3,5,other,8,0.4,0
unknown,11,2,other,12,0.0,0
penrose/fayette street outreach,0,5,other,0,0.0,0
unknown,9,3,other,7,0.0,0
westport,2,5,other,0,0.0,0
frankford,4,3,other,0,0.5,0
unknown,20,0,other,2,0.0,0
sandtown-winchester,23,0,other,1,0.0,0
unknown,8,1,other,2,0.0,0
dorchester,13,2,other,0,0.0,0
unknown,21,6,other,3,0.0,0
woodmere,1,5,other,0,0.0,0
biddle street,23,2,other,0,0.0,0
brooklyn,5,0,other,2,0.0,0
druid heights,19,1,other,0,0.0,0
unknown,21,2,other,10,0.5,0
dorchester,1,5,other,0,0.4,0
unknown,19,3,other,8,0.0,0
unknown,13,3,other,12,0.0,0
unknown,11,2,other,16,0.0,0
unknown,9,2,other,7,0.4,0
downtown,20,0,other,0,0.0,0
unknown,4,6,other,2,0.0,0
unknown,14,3,other,13,0.0,0
glen,15,4,other,0,0.0,0
south baltimore,0,4,assault,0,0.4,1
highlandtown,13,3,other,0,0.0,0
medford,3,1,other,1,0.4,0
unknown,2,1,other,6,0.0,0
central park heights,20,0,other,0,0.0,0
unknown,2,1,other,2,0.4,0
berea,18,0,other,0,0.0,0
shipley hill,18,3,other,0,0.5,0
walbrook,0,4,other,0,0.0,0
unknown,20,1,other,10,0.0,0
downtown,16,3,other,1,0.4,0
unknown,14,3,other,13,0.0,0
jonestown,1,1,other,0,0.0,0
unknown,12,3,other,8,0.0,0
unknown,5,4,other,9,0.0,0
east baltimore midway,19,1,other,1,0.0,0
remington,6,0,assault,0,0.4,1
unknown,13,4,other,9,0.0,0
penrose/fayette street outreach,1,6,other,0,0.0,0
unknown,11,1,other,8,0.0,0
unknown,14,2,other,1,0.0,0
unknown,12,4,other,6,0.4,0
pen lucy,20,1,other,1,0.0,0
unknown,4,0,other,3,0.0,0
unknown,21,3,other,11,0.0,0
millhill,15,1,other,0,0.0,0
unknown,13,5,other,5,0.0,0
unknown,15,0,other,6,0.0,0
unknown,3,2,other,12,0.0,0
unknown,16,2,other,9,0.0,0
upton,5,0,other,0,0.4,0
upper fells point,5,6,other,0,0.4,0
unknown,20,2,other,9,0.0,0
berea,7,5,other,0,0.4,0
unknown,5,5,other,10,0.0,0
carroll-south hilton,23,3,other,0,0.0,0
lauraville,17,2,other,0,0.0,0
unknown,3,3,other,14,0.0,0
harlem park,0,1,assault,1,0.4,1
penrose/fayette street outreach,8,1,assault,0,0.0,1
unknown,14,4,other,3,0.4,0
unknown,14,3,other,16,0.0,0
unknown,22,5,assault,5,0.4,1
parkview/woodbrook,11,3,other,0,0.0,0
unknown,23,5,other,5,0.0,0
original northwood,3,1,assault,0,0.4,1
patterson park neighborhood,14,6,other,0,0.0,0
unknown,14,3,other,13,0.4,0
cherry hill,15,3,other,0,0.0,0
east baltimore midway,7,3,other,0,0.0,0
west forest park,8,1,other,0,0.4,0
unknown,5,1,other,8,0.0,0
sandtown-winchester,18,4,other,1,0.0,0
unknown,21,3,other,8,0.0,0
penn north,5,4,other,0,0.0,0
unknown,11,2,other,9,0.0,0
unknown,4,2,other,5,0.0,0
belair-edison,16,4,other,1,0.0,0
unknown,15,2,other,11,0.0,0
unknown,15,3,other,11,0.0,0
unknown,23,6,other,7,0.0,0
millhill,19,1,other,0,0.0,0
unknown,21,5,other,9,0.0,0
sandtown-winchester,22,2,other,3,0.0,0
unknown,1,2,other,2,0.0,0
unknown,16,4,other,4,0.0,0
unknown,4,6,other,2,0.0,0
broadway east,23,5,other,0,0.0,0
towanda-grantley,23,1,other,0,0.0,0
unknown,3,0,other,4,0.4,0
oliver,13,3,other,0,0.0,0
unknown,14,3,other,9,0.4,0
unknown,21,1,other,8,0.0,0
unknown,21,3,other,8,0.4,0
sandtown-winchester,17,0,other,0,0.0,0
charles north,23,3,other,0,0.4,0
upton,16,3,other,1,0.0,0
glenham-belhar,1,1,other,0,0.0,0
boyd-booth,16,4,other,1,0.0,0
unknown,14,2,other,12,0.0,0
unknown,15,0,other,1,0.0,0
south clifton park,22,5,other,0,0.0,0
unknown,17,3,other,7,0.4,0
dunbar-broadway,23,2,assault,0,0.4,1
upton,19,4,other,0,0.0,0
upton,19,4,other,0,0.0,0
unknown,17,0,other,2,0.0,0
coldstream homestead montebello,0,2,other,0,0.0,0
unknown,8,2,other,3,0.0,0
unknown,14,1,other,8,0.0,0
fairmont,21,6,assault,0,0.4,1
broadway east,20,4,other,1,0.0,0
unknown,16,3,other,15,0.0,0
johnston square,1,3,other,0,0.0,0
belair-edison,18,0,other,0,0.0,0
south clifton park,4,5,other,0,0.0,0
unknown,17,1,other,10,0.5,0
beechfield,12,3,other,0,0.0,0
inner harbor,21,1,other,0,0.0,0
unknown,14,5,other,5,0.0,0
unknown,3,2,other,14,0.0,0
pen lucy,12,1,other,0,0.0,0
unknown,23,1,other,4,0.0,0
unknown,18,5,other,7,0.0,0
unknown,12,6,other,5,0.0,0
canton,0,6,other,0,0.4,0
unknown,20,3,other,12,0.0,0
harwood,20,2,other,1,0.0,0
carrollton ridge,0,6,other,0,0.0,0
brooklyn,20,2,other,0,0.0,0
unknown,13,5,other,12,0.0,0
coldstream homestead montebello,16,2,other,0,0.0,0
frankford,21,1,other,0,0.4,0
rosemont homeowners/tenants,14,3,other,0,0.0,0
remington,20,1,other,0,0.0,0
penn north,15,1,other,0,0.0,0
berea,1,6,other,0,0.0,0
unknown,21,4,other,3,0.0,0
edmondson village,3,0,assault,0,0.4,1
unknown,2,2,other,10,0.0,0
university of maryland,20,2,other,0,0.0,0
carrollton ridge,1,2,other,0,0.4,0
sandtown-winchester,14,2,other,4,0.0,0
upton,1,0,other,1,0.0,0
unknown,21,2,other,9,0.0,0
unknown,18,2,other,9,0.0,0
unknown,20,5,other,10,0.0,0
care,23,3,other,0,0.0,0
armistead gardens,23,5,assault,0,0.4,1
unknown,6,1,other,5,0.0,0
broadway east,14,4,other,0,0.0,0
unknown,3,4,other,11,0.0,0
loch raven,1,5,other,0,0.0,0
unknown,16,5,other,7,0.0,0
shipley hill,14,4,other,3,0.0,0
unknown,18,0,other,6,0.0,0
unknown,21,1,other,11,0.0,0
hanlon-longwood,14,1,other,0,0.4,0
towanda-grantley,0,1,other,0,0.0,0
downtown west,5,5,other,0,0.0,0
walbrook,22,1,other,0,0.0,0
downtown,7,2,other,3,0.0,0
unknown,16,0,other,6,0.0,0
unknown,13,0,other,6,0.0,0
unknown,20,5,other,2,0.4,0
sandtown-winchester,20,6,other,1,0.0,0
harlem park,22,5,other,0,0.0,0
sandtown-winchester,12,4,other,0,0.0,0
mcelderry park,6,0,other,0,0.0,0
ednor gardens-lakeside,22,4,other,0,0.0,0
